Country;Date;Year;NDVI
Luxembourg;Aug 2;2020;0.641
Luxembourg;Aug 3;2020;0.639
Luxembourg;Aug 4;2020;0.638
Luxembourg;Aug 5;2020;0.633
Luxembourg;Aug 6;2020;0.633
Luxembourg;Aug 7;2020;0.631
Luxembourg;Aug 8;2020;0.625
Luxembourg;Aug 9;2020;0.625
Luxembourg;Aug 10;2020;0.618
Luxembourg;Aug 11;2020;0.618
Luxembourg;Aug 12;2020;0.619
Luxembourg;Aug 13;2020;0.618
Luxembourg;Aug 14;2020;0.613
Luxembourg;Aug 15;2020;0.615
Luxembourg;Aug 16;2020;0.612
Luxembourg;Aug 17;2020;0.603
Luxembourg;Aug 18;2020;0.604
Luxembourg;Aug 19;2020;0.605
Luxembourg;Aug 20;2020;0.61
Luxembourg;Aug 21;2020;0.609
Luxembourg;Aug 22;2020;0.611
Luxembourg;Aug 23;2020;0.611
Luxembourg;Aug 24;2020;0.609
Luxembourg;Aug 25;2020;0.629
Luxembourg;Aug 26;2020;0.626
Luxembourg;Aug 27;2020;0.626
Luxembourg;Aug 28;2020;0.619
Luxembourg;Aug 29;2020;0.605
Luxembourg;Aug 30;2020;0.606
Luxembourg;Aug 31;2020;0.606
Luxembourg;sept-01;2020;0.631
Luxembourg;sept-02;2020;0.632
Luxembourg;sept-03;2020;0.631
Luxembourg;sept-04;2020;0.628
Luxembourg;sept-05;2020;0.627
Luxembourg;sept-06;2020;0.616
Luxembourg;sept-07;2020;0.61
Luxembourg;sept-08;2020;0.608
Luxembourg;sept-09;2020;0.604
Luxembourg;sept-10;2020;0.606
Luxembourg;sept-11;2020;0.599
Luxembourg;sept-12;2020;0.599
Luxembourg;sept-13;2020;0.595
Luxembourg;sept-14;2020;0.597
Luxembourg;sept-15;2020;0.593
Luxembourg;sept-16;2020;0.591
Luxembourg;sept-17;2020;0.589
Luxembourg;sept-18;2020;0.589
Luxembourg;sept-19;2020;0.588
Luxembourg;sept-20;2020;0.586
Luxembourg;sept-21;2020;0.586
Luxembourg;sept-22;2020;0.581
Luxembourg;sept-23;2020;0.579
Luxembourg;sept-24;2020;0.577
Luxembourg;sept-25;2020;0.575
Luxembourg;sept-26;2020;0.576
Luxembourg;sept-27;2020;0.574
Luxembourg;sept-28;2020;0.574
Luxembourg;sept-29;2020;0.577
Luxembourg;sept-30;2020;0.577
Luxembourg;oct-01;2020;0.647
Luxembourg;oct-02;2020;
Luxembourg;oct-03;2020;0.696
Luxembourg;oct-04;2020;0.709
Luxembourg;oct-05;2020;0.703
Luxembourg;oct-06;2020;0.703
Luxembourg;oct-07;2020;0.703
Luxembourg;oct-08;2020;0.704
Luxembourg;oct-09;2020;0.704
Luxembourg;oct-10;2020;0.7
Luxembourg;oct-11;2020;0.701
Luxembourg;oct-12;2020;0.701
Luxembourg;oct-13;2020;0.704
Luxembourg;oct-14;2020;0.699
Luxembourg;oct-15;2020;0.679
Luxembourg;oct-16;2020;0.679
Luxembourg;oct-17;2020;0.679
Luxembourg;oct-18;2020;0.679
Luxembourg;oct-19;2020;0.644
Luxembourg;oct-20;2020;0.623
Luxembourg;oct-21;2020;0.637
Luxembourg;oct-22;2020;0.638
Luxembourg;oct-23;2020;0.638
Luxembourg;oct-24;2020;0.683
Luxembourg;oct-25;2020;0.684
Luxembourg;oct-26;2020;0.684
Luxembourg;oct-27;2020;0.684
Luxembourg;oct-28;2020;0.683
Luxembourg;oct-29;2020;0.679
Luxembourg;oct-30;2020;0.682
Luxembourg;oct-31;2020;0.662
Luxembourg;nov-01;2020;0.662
Luxembourg;nov-02;2020;0.661
Luxembourg;nov-03;2020;0.661
Luxembourg;nov-04;2020;0.661
Luxembourg;nov-05;2020;0.661
Luxembourg;nov-06;2020;0.661
Luxembourg;nov-07;2020;0.66
Luxembourg;nov-08;2020;0.659
Luxembourg;nov-09;2020;0.658
Luxembourg;nov-10;2020;0.658
Luxembourg;nov-11;2020;0.656
Luxembourg;nov-12;2020;0.66
Luxembourg;nov-13;2020;0.657
Luxembourg;nov-14;2020;0.648
Luxembourg;nov-15;2020;0.644
Luxembourg;nov-16;2020;0.663
Luxembourg;nov-17;2020;0.663
Luxembourg;nov-18;2020;0.663
Luxembourg;nov-19;2020;0.662
Luxembourg;nov-20;2020;0.662
Luxembourg;nov-21;2020;0.658
Luxembourg;nov-22;2020;0.658
Luxembourg;nov-23;2020;0.661
Luxembourg;nov-24;2020;0.661
Luxembourg;nov-25;2020;0.662
Luxembourg;nov-26;2020;0.662
Luxembourg;nov-27;2020;0.656
Luxembourg;nov-28;2020;0.656
Luxembourg;nov-29;2020;0.656
Luxembourg;nov-30;2020;0.659
Luxembourg;Dec 1;2020;0.659
Luxembourg;Dec 2;2020;0.66
Luxembourg;Dec 3;2020;0.66
Luxembourg;Dec 4;2020;0.662
Luxembourg;Dec 5;2020;0.658
Luxembourg;Dec 6;2020;0.656
Luxembourg;Dec 7;2020;0.649
Luxembourg;Dec 8;2020;0.653
Luxembourg;Dec 9;2020;0.642
Luxembourg;Dec 10;2020;0.643
Luxembourg;Dec 11;2020;0.662
Luxembourg;Dec 12;2020;0.663
Luxembourg;Dec 13;2020;0.663
Luxembourg;Dec 14;2020;0.665
Luxembourg;Dec 15;2020;0.666
Luxembourg;Dec 16;2020;0.667
Luxembourg;Dec 17;2020;0.667
Luxembourg;Dec 18;2020;0.678
Luxembourg;Dec 19;2020;0.678
Luxembourg;Dec 20;2020;0.678
Luxembourg;Dec 21;2020;0.678
Luxembourg;Dec 22;2020;0.677
Luxembourg;Dec 23;2020;0.678
Luxembourg;Dec 24;2020;0.678
Luxembourg;Dec 25;2020;0.679
Luxembourg;Dec 26;2020;0.678
Luxembourg;Dec 27;2020;0.688
Luxembourg;Dec 28;2020;0.688
Luxembourg;Dec 29;2020;0.688
Luxembourg;Dec 30;2020;0.686
Luxembourg;Dec 31;2020;0.688
Luxembourg;janv-01;2021;0.687
Luxembourg;janv-02;2021;0.672
Luxembourg;janv-03;2021;0.607
Luxembourg;janv-04;2021;0.616
Luxembourg;janv-05;2021;0.616
Luxembourg;janv-06;2021;0.606
Luxembourg;janv-07;2021;0.608
Luxembourg;janv-08;2021;0.605
Luxembourg;janv-09;2021;0.605
Luxembourg;janv-10;2021;0.595
Luxembourg;janv-11;2021;0.593
Luxembourg;janv-12;2021;0.596
Luxembourg;janv-13;2021;0.539
Luxembourg;janv-14;2021;0.398
Luxembourg;janv-15;2021;0.231
Luxembourg;janv-16;2021;0.231
Luxembourg;janv-17;2021;0.23
Luxembourg;janv-18;2021;0.49
Luxembourg;janv-19;2021;0.456
Luxembourg;janv-20;2021;0.23
Luxembourg;janv-21;2021;0.304
Luxembourg;janv-22;2021;0.222
Luxembourg;janv-23;2021;0.192
Luxembourg;janv-24;2021;0.596
Luxembourg;janv-25;2021;0.597
Luxembourg;janv-26;2021;0.602
Luxembourg;janv-27;2021;0.603
Luxembourg;janv-28;2021;0.602
Luxembourg;janv-29;2021;0.601
Luxembourg;janv-30;2021;0.599
Luxembourg;janv-31;2021;0.599
Luxembourg;Feb 1;2021;0.599
Luxembourg;Feb 2;2021;0.596
Luxembourg;Feb 3;2021;0.309
Luxembourg;Feb 4;2021;0.282
Luxembourg;Feb 5;2021;0.296
Luxembourg;Feb 6;2021;0.465
Luxembourg;Feb 7;2021;0.475
Luxembourg;Feb 8;2021;0.471
Luxembourg;Feb 9;2021;0.471
Luxembourg;Feb 10;2021;0.471
Luxembourg;Feb 11;2021;0.471
Luxembourg;Feb 12;2021;0.474
Luxembourg;Feb 13;2021;0.486
Luxembourg;Feb 14;2021;0.516
Luxembourg;Feb 15;2021;0.521
Luxembourg;Feb 16;2021;0.522
Luxembourg;Feb 17;2021;0.54
Luxembourg;Feb 18;2021;0.54
Luxembourg;Feb 19;2021;0.54
Luxembourg;Feb 20;2021;0.544
Luxembourg;Feb 21;2021;0.547
Luxembourg;Feb 22;2021;0.551
Luxembourg;Feb 23;2021;0.554
Luxembourg;Feb 24;2021;0.554
Luxembourg;Feb 25;2021;0.554
Luxembourg;Feb 26;2021;0.554
Luxembourg;Feb 27;2021;0.559
Luxembourg;Feb 28;2021;0.56
Luxembourg;mars-01;2021;0.561
Luxembourg;mars-02;2021;0.561
Luxembourg;mars-03;2021;0.56
Luxembourg;mars-04;2021;0.569
Luxembourg;mars-05;2021;0.569
Luxembourg;mars-06;2021;0.583
Luxembourg;mars-07;2021;0.582
Luxembourg;mars-08;2021;0.584
Luxembourg;mars-09;2021;0.581
Luxembourg;mars-10;2021;0.581
Luxembourg;mars-11;2021;0.587
Luxembourg;mars-12;2021;0.586
Luxembourg;mars-13;2021;0.588
Luxembourg;mars-14;2021;0.588
Luxembourg;mars-15;2021;0.593
Luxembourg;mars-16;2021;0.595
Luxembourg;mars-17;2021;0.597
Luxembourg;mars-18;2021;0.596
Luxembourg;mars-19;2021;0.596
Luxembourg;mars-20;2021;0.595
Luxembourg;mars-21;2021;0.595
Luxembourg;mars-22;2021;0.592
Luxembourg;mars-23;2021;0.592
Luxembourg;mars-24;2021;0.594
Luxembourg;mars-25;2021;0.593
Luxembourg;mars-26;2021;0.597
Luxembourg;mars-27;2021;0.599
Luxembourg;mars-28;2021;0.599
Luxembourg;mars-29;2021;0.601
Luxembourg;mars-30;2021;0.601
Luxembourg;mars-31;2021;0.6
Luxembourg;Apr 1;2021;0.601
Luxembourg;Apr 2;2021;0.603
Luxembourg;Apr 3;2021;0.603
Luxembourg;Apr 4;2021;0.602
Luxembourg;Apr 5;2021;0.604
Luxembourg;Apr 6;2021;0.603
Luxembourg;Apr 7;2021;0.613
Luxembourg;Apr 8;2021;0.614
Luxembourg;Apr 9;2021;0.619
Luxembourg;Apr 10;2021;0.627
Luxembourg;Apr 11;2021;0.627
Luxembourg;Apr 12;2021;0.631
Luxembourg;Apr 13;2021;0.638
Luxembourg;Apr 14;2021;0.638
Luxembourg;Apr 15;2021;0.644
Luxembourg;Apr 16;2021;0.648
Luxembourg;Apr 17;2021;0.651
Luxembourg;Apr 18;2021;0.659
Luxembourg;Apr 19;2021;0.662
Luxembourg;Apr 20;2021;0.664
Luxembourg;Apr 21;2021;0.664
Luxembourg;Apr 22;2021;0.663
Luxembourg;Apr 23;2021;0.664
Luxembourg;Apr 24;2021;0.663
Luxembourg;Apr 25;2021;0.663
Luxembourg;Apr 26;2021;0.665
Luxembourg;Apr 27;2021;0.665
Luxembourg;Apr 28;2021;0.668
Luxembourg;Apr 29;2021;0.667
Luxembourg;Apr 30;2021;0.671
Luxembourg;May 1;2021;0.67
Luxembourg;May 2;2021;0.675
Luxembourg;May 3;2021;0.675
Luxembourg;May 4;2021;0.679
Luxembourg;May 5;2021;0.682
Luxembourg;May 6;2021;0.683
Luxembourg;May 7;2021;0.701
Luxembourg;May 8;2021;0.702
Luxembourg;May 9;2021;0.711
Luxembourg;May 10;2021;0.711
Luxembourg;May 11;2021;0.711
Luxembourg;May 12;2021;0.713
Luxembourg;May 13;2021;0.713
Luxembourg;May 14;2021;0.715
Luxembourg;May 15;2021;0.715
Luxembourg;May 16;2021;0.72
Luxembourg;May 17;2021;0.72
Luxembourg;May 18;2021;0.726
Luxembourg;May 19;2021;0.726
Luxembourg;May 20;2021;0.727
Luxembourg;May 21;2021;0.745
Luxembourg;May 22;2021;0.754
Luxembourg;May 23;2021;0.752
Luxembourg;May 24;2021;0.751
Luxembourg;May 25;2021;0.744
Luxembourg;May 26;2021;0.744
Luxembourg;May 27;2021;0.743
Luxembourg;May 28;2021;0.744
Luxembourg;May 29;2021;0.743
Luxembourg;May 30;2021;0.743
Luxembourg;May 31;2021;0.743
Luxembourg;juin-01;2021;0.743
Luxembourg;juin-02;2021;0.742
Luxembourg;juin-03;2021;0.745
Luxembourg;juin-04;2021;0.746
Luxembourg;juin-05;2021;0.746
Luxembourg;juin-06;2021;0.749
Luxembourg;juin-07;2021;0.751
Luxembourg;juin-08;2021;0.751
Luxembourg;juin-09;2021;0.752
Luxembourg;juin-10;2021;0.753
Luxembourg;juin-11;2021;0.753
Luxembourg;juin-12;2021;0.749
Luxembourg;juin-13;2021;0.749
Luxembourg;juin-14;2021;0.748
Luxembourg;juin-15;2021;0.748
Luxembourg;juin-16;2021;0.747
Luxembourg;juin-17;2021;0.747
Luxembourg;juin-18;2021;0.747
Luxembourg;juin-19;2021;0.745
Luxembourg;juin-20;2021;0.745
Luxembourg;juin-21;2021;0.745
Luxembourg;juin-22;2021;0.743
Luxembourg;juin-23;2021;0.738
Luxembourg;juin-24;2021;0.739
Luxembourg;juin-25;2021;0.739
Luxembourg;juin-26;2021;0.745
Luxembourg;juin-27;2021;0.749
Luxembourg;juin-28;2021;0.768
Luxembourg;juin-29;2021;0.777
Luxembourg;juin-30;2021;0.782
Luxembourg;juil-01;2021;0.782
Luxembourg;juil-02;2021;0.78
Luxembourg;juil-03;2021;0.78
Luxembourg;juil-04;2021;0.749
Luxembourg;juil-05;2021;0.738
Luxembourg;juil-06;2021;0.738
Luxembourg;juil-07;2021;0.738
Luxembourg;juil-08;2021;0.738
Luxembourg;juil-09;2021;0.738
Luxembourg;juil-10;2021;0.772
Luxembourg;juil-11;2021;0.757
Luxembourg;juil-12;2021;0.769
Luxembourg;juil-13;2021;0.771
Luxembourg;juil-14;2021;0.767
Luxembourg;juil-15;2021;0.767
Luxembourg;juil-16;2021;0.766
Luxembourg;juil-17;2021;0.766
Luxembourg;juil-18;2021;0.766
Luxembourg;juil-19;2021;0.765
Luxembourg;juil-20;2021;0.765
Luxembourg;juil-21;2021;0.765
Luxembourg;juil-22;2021;0.765
Luxembourg;juil-23;2021;0.765
Luxembourg;juil-24;2021;0.766
Luxembourg;juil-25;2021;0.766
Luxembourg;juil-26;2021;0.763
Luxembourg;juil-27;2021;0.763
Luxembourg;juil-28;2021;0.759
Luxembourg;juil-29;2021;0.76
Luxembourg;juil-30;2021;0.758
Luxembourg;juil-31;2021;0.76
Luxembourg;Aug 1;2021;0.758
Luxembourg;Aug 2;2021;0.758
Luxembourg;Aug 3;2021;0.762
Luxembourg;Aug 4;2021;0.764
Luxembourg;Aug 5;2021;0.762
Luxembourg;Aug 6;2021;0.757
Luxembourg;Aug 7;2021;0.768
Luxembourg;Aug 8;2021;0.765
Luxembourg;Aug 9;2021;0.765
Luxembourg;Aug 10;2021;0.765
Luxembourg;Aug 11;2021;0.764
Luxembourg;Aug 12;2021;0.765
Luxembourg;Aug 13;2021;0.765
Luxembourg;Aug 14;2021;0.765
Luxembourg;Aug 15;2021;0.765
Luxembourg;Aug 16;2021;0.765
Luxembourg;Aug 17;2021;0.772
Luxembourg;Aug 18;2021;0.77
Luxembourg;Aug 19;2021;0.77
Luxembourg;Aug 20;2021;0.771
Luxembourg;Aug 21;2021;0.771
Luxembourg;Aug 22;2021;0.773
Luxembourg;Aug 23;2021;0.775
Luxembourg;Aug 24;2021;0.775
Luxembourg;Aug 25;2021;0.775
Luxembourg;Aug 26;2021;0.775
Luxembourg;Aug 27;2021;0.77
Luxembourg;Aug 28;2021;0.769
Luxembourg;Aug 29;2021;0.766
Luxembourg;Aug 30;2021;0.766
Luxembourg;Aug 31;2021;0.765
Luxembourg;sept-01;2021;0.765
Luxembourg;sept-02;2021;0.762
Luxembourg;sept-03;2021;0.761
Luxembourg;sept-04;2021;0.761
Luxembourg;sept-05;2021;0.761
Luxembourg;sept-06;2021;0.762
Luxembourg;sept-07;2021;0.761
Luxembourg;sept-08;2021;0.762
Luxembourg;sept-09;2021;0.762
Luxembourg;sept-10;2021;0.762
Luxembourg;sept-11;2021;0.76
Luxembourg;sept-12;2021;0.758
Luxembourg;sept-13;2021;0.756
Luxembourg;sept-14;2021;0.756
Luxembourg;sept-15;2021;0.756
Luxembourg;sept-16;2021;0.756
Luxembourg;sept-17;2021;0.757
Luxembourg;sept-18;2021;0.758
Luxembourg;sept-19;2021;0.758
Luxembourg;sept-20;2021;0.758
Luxembourg;sept-21;2021;0.757
Luxembourg;sept-22;2021;0.758
Luxembourg;sept-23;2021;0.758
Luxembourg;sept-24;2021;0.757
Luxembourg;sept-25;2021;0.758
Luxembourg;sept-26;2021;0.758
Luxembourg;sept-27;2021;0.755
Luxembourg;sept-28;2021;0.756
Luxembourg;sept-29;2021;0.756
Luxembourg;sept-30;2021;0.759
Luxembourg;oct-01;2021;0.766
Luxembourg;oct-02;2021;0.756
Luxembourg;oct-03;2021;0.754
Luxembourg;oct-04;2021;0.753
Luxembourg;oct-05;2021;0.753
Luxembourg;oct-06;2021;0.753
Luxembourg;oct-07;2021;0.739
Luxembourg;oct-08;2021;0.74
Luxembourg;oct-09;2021;0.735
Luxembourg;oct-10;2021;0.735
Luxembourg;oct-11;2021;0.734
Luxembourg;oct-12;2021;0.732
Luxembourg;oct-13;2021;0.732
Luxembourg;oct-14;2021;0.732
Luxembourg;oct-15;2021;0.732
Luxembourg;oct-16;2021;0.732
Luxembourg;oct-17;2021;0.732
Luxembourg;oct-18;2021;0.717
Luxembourg;oct-19;2021;0.717
Luxembourg;oct-20;2021;0.717
Luxembourg;oct-21;2021;0.716
Luxembourg;oct-22;2021;0.715
Luxembourg;oct-23;2021;0.713
Luxembourg;oct-24;2021;0.713
Luxembourg;oct-25;2021;0.706
Luxembourg;oct-26;2021;0.707
Luxembourg;oct-27;2021;0.707
Luxembourg;oct-28;2021;0.705
Luxembourg;oct-29;2021;0.704
Luxembourg;oct-30;2021;0.688
Luxembourg;oct-31;2021;0.688
Luxembourg;nov-01;2021;0.68
Luxembourg;nov-02;2021;0.659
Luxembourg;nov-03;2021;0.654
Luxembourg;nov-04;2021;0.655
Luxembourg;nov-05;2021;0.655
Luxembourg;nov-06;2021;0.655
Luxembourg;nov-07;2021;0.652
Luxembourg;nov-08;2021;0.652
Luxembourg;nov-09;2021;0.652
Luxembourg;nov-10;2021;0.652
Luxembourg;nov-11;2021;0.652
Luxembourg;nov-12;2021;0.653
Luxembourg;nov-13;2021;0.653
Luxembourg;nov-14;2021;0.654
Luxembourg;nov-15;2021;0.653
Luxembourg;nov-16;2021;0.652
Luxembourg;nov-17;2021;0.648
Luxembourg;nov-18;2021;0.65
Luxembourg;nov-19;2021;0.651
Luxembourg;nov-20;2021;0.648
Luxembourg;nov-21;2021;0.648
Luxembourg;nov-22;2021;0.649
Luxembourg;nov-23;2021;0.649
Luxembourg;nov-24;2021;0.649
Luxembourg;nov-25;2021;0.65
Luxembourg;nov-26;2021;0.651
Luxembourg;nov-27;2021;0.651
Luxembourg;nov-28;2021;0.652
Luxembourg;nov-29;2021;0.648
Luxembourg;nov-30;2021;0.649
Luxembourg;Dec 1;2021;0.649
Luxembourg;Dec 2;2021;0.618
Luxembourg;Dec 3;2021;
Luxembourg;Dec 4;2021;
Luxembourg;Dec 5;2021;
Luxembourg;Dec 6;2021;
Luxembourg;Dec 7;2021;
Luxembourg;Dec 8;2021;
Luxembourg;Dec 9;2021;0.589
Luxembourg;Dec 10;2021;0.623
Luxembourg;Dec 11;2021;0.65
Luxembourg;Dec 12;2021;0.65
Luxembourg;Dec 13;2021;0.65
Luxembourg;Dec 14;2021;0.625
Luxembourg;Dec 15;2021;0.624
Luxembourg;Dec 16;2021;0.625
Luxembourg;Dec 17;2021;0.625
Luxembourg;Dec 18;2021;0.625
Luxembourg;Dec 19;2021;0.624
Luxembourg;Dec 20;2021;0.624
Luxembourg;Dec 21;2021;0.624
Luxembourg;Dec 22;2021;0.624
Luxembourg;Dec 23;2021;0.624
Luxembourg;Dec 24;2021;0.628
Luxembourg;Dec 25;2021;0.629
Luxembourg;Dec 26;2021;0.625
Luxembourg;Dec 27;2021;0.622
Luxembourg;Dec 28;2021;0.622
Luxembourg;Dec 29;2021;0.622
Luxembourg;Dec 30;2021;0.64
Belgium;janv-01;2019;0.618
Belgium;janv-02;2019;0.614
Belgium;janv-03;2019;0.614
Belgium;janv-04;2019;0.62
Belgium;janv-05;2019;0.621
Belgium;janv-06;2019;0.617
Belgium;janv-07;2019;0.619
Belgium;janv-08;2019;0.618
Belgium;janv-09;2019;0.623
Belgium;janv-10;2019;0.617
Belgium;janv-11;2019;0.618
Belgium;janv-12;2019;0.591
Belgium;janv-13;2019;0.567
Belgium;janv-14;2019;0.561
Belgium;janv-15;2019;0.561
Belgium;janv-16;2019;0.561
Belgium;janv-17;2019;0.56
Belgium;janv-18;2019;0.56
Belgium;janv-19;2019;0.56
Belgium;janv-20;2019;0.561
Belgium;janv-21;2019;0.56
Belgium;janv-22;2019;0.56
Belgium;janv-23;2019;0.552
Belgium;janv-24;2019;0.551
Belgium;janv-25;2019;0.55
Belgium;janv-26;2019;0.55
Belgium;janv-27;2019;0.523
Belgium;janv-28;2019;0.514
Belgium;janv-29;2019;0.521
Belgium;janv-30;2019;0.316
Belgium;janv-31;2019;0.355
Belgium;Feb 1;2019;0.363
Belgium;Feb 2;2019;0.372
Belgium;Feb 3;2019;0.365
Belgium;Feb 4;2019;0.424
Belgium;Feb 5;2019;0.436
Belgium;Feb 6;2019;0.397
Belgium;Feb 7;2019;0.554
Belgium;Feb 8;2019;0.566
Belgium;Feb 9;2019;0.569
Belgium;Feb 10;2019;0.57
Belgium;Feb 11;2019;0.567
Belgium;Feb 12;2019;0.566
Belgium;Feb 13;2019;0.562
Belgium;Feb 14;2019;0.561
Belgium;Feb 15;2019;0.561
Belgium;Feb 16;2019;0.559
Belgium;Feb 17;2019;0.556
Belgium;Feb 18;2019;0.554
Belgium;Feb 19;2019;0.553
Belgium;Feb 20;2019;0.552
Belgium;Feb 21;2019;0.551
Belgium;Feb 22;2019;0.551
Belgium;Feb 23;2019;0.548
Belgium;Feb 24;2019;0.547
Belgium;Feb 25;2019;0.547
Belgium;Feb 26;2019;0.547
Belgium;Feb 27;2019;0.547
Belgium;Feb 28;2019;0.546
Belgium;mars-01;2019;0.548
Belgium;mars-02;2019;0.547
Belgium;mars-03;2019;0.547
Belgium;mars-04;2019;0.545
Belgium;mars-05;2019;0.545
Belgium;mars-06;2019;0.547
Belgium;mars-07;2019;0.551
Belgium;mars-08;2019;0.584
Belgium;mars-09;2019;0.583
Belgium;mars-10;2019;0.598
Belgium;mars-11;2019;0.601
Belgium;mars-12;2019;0.61
Belgium;mars-13;2019;0.61
Belgium;mars-14;2019;0.617
Belgium;mars-15;2019;0.61
Belgium;mars-16;2019;0.611
Belgium;mars-17;2019;0.61
Belgium;mars-18;2019;0.61
Belgium;mars-19;2019;0.61
Belgium;mars-20;2019;0.61
Belgium;mars-21;2019;0.609
Belgium;mars-22;2019;0.611
Belgium;mars-23;2019;0.611
Belgium;mars-24;2019;0.611
Belgium;mars-25;2019;0.611
Belgium;mars-26;2019;0.61
Belgium;mars-27;2019;0.611
Belgium;mars-28;2019;0.611
Belgium;mars-29;2019;0.611
Belgium;mars-30;2019;0.611
Belgium;mars-31;2019;0.619
Belgium;Apr 1;2019;0.619
Belgium;Apr 2;2019;0.62
Belgium;Apr 3;2019;0.622
Belgium;Apr 4;2019;0.634
Belgium;Apr 5;2019;0.634
Belgium;Apr 6;2019;0.634
Belgium;Apr 7;2019;0.642
Belgium;Apr 8;2019;0.647
Belgium;Apr 9;2019;0.648
Belgium;Apr 10;2019;0.649
Belgium;Apr 11;2019;0.647
Belgium;Apr 12;2019;0.647
Belgium;Apr 13;2019;0.649
Belgium;Apr 14;2019;0.651
Belgium;Apr 15;2019;0.651
Belgium;Apr 16;2019;0.651
Belgium;Apr 17;2019;0.649
Belgium;Apr 18;2019;0.674
Belgium;Apr 19;2019;0.679
Belgium;Apr 20;2019;0.693
Belgium;Apr 21;2019;0.693
Belgium;Apr 22;2019;0.696
Belgium;Apr 23;2019;0.708
Belgium;Apr 24;2019;0.707
Belgium;Apr 25;2019;0.707
Belgium;Apr 26;2019;0.707
Belgium;Apr 27;2019;0.705
Belgium;Apr 28;2019;0.703
Belgium;Apr 29;2019;0.703
Belgium;Apr 30;2019;0.703
Belgium;May 1;2019;0.701
Belgium;May 2;2019;0.711
Belgium;May 3;2019;0.707
Belgium;May 4;2019;0.703
Belgium;May 5;2019;0.701
Belgium;May 6;2019;0.688
Belgium;May 7;2019;0.68
Belgium;May 8;2019;0.678
Belgium;May 9;2019;0.675
Belgium;May 10;2019;0.675
Belgium;May 11;2019;0.675
Belgium;May 12;2019;0.674
Belgium;May 13;2019;0.672
Belgium;May 14;2019;0.671
Belgium;May 15;2019;0.671
Belgium;May 16;2019;0.671
Belgium;May 17;2019;0.671
Belgium;May 18;2019;0.67
Belgium;May 19;2019;0.67
Belgium;May 20;2019;0.669
Belgium;May 21;2019;0.669
Belgium;May 22;2019;0.67
Belgium;May 23;2019;0.671
Belgium;May 24;2019;0.657
Belgium;May 25;2019;0.676
Belgium;May 26;2019;0.685
Belgium;May 27;2019;0.685
Belgium;May 28;2019;0.685
Belgium;May 29;2019;0.686
Belgium;May 30;2019;0.687
Belgium;May 31;2019;0.69
Belgium;juin-01;2019;0.692
Belgium;juin-02;2019;0.706
Belgium;juin-03;2019;0.706
Belgium;juin-04;2019;0.707
Belgium;juin-05;2019;0.707
Belgium;juin-06;2019;0.708
Belgium;juin-07;2019;0.713
Belgium;juin-08;2019;0.715
Belgium;juin-09;2019;0.715
Belgium;juin-10;2019;0.745
Belgium;juin-11;2019;0.742
Belgium;juin-12;2019;0.744
Belgium;juin-13;2019;0.743
Belgium;juin-14;2019;0.744
Belgium;juin-15;2019;0.746
Belgium;juin-16;2019;0.736
Belgium;juin-17;2019;0.733
Belgium;juin-18;2019;0.729
Belgium;juin-19;2019;0.724
Belgium;juin-20;2019;0.722
Belgium;juin-21;2019;0.717
Belgium;juin-22;2019;0.715
Belgium;juin-23;2019;0.712
Belgium;juin-24;2019;0.711
Belgium;juin-25;2019;0.711
Belgium;juin-26;2019;0.709
Belgium;juin-27;2019;0.709
Belgium;juin-28;2019;0.705
Belgium;juin-29;2019;0.705
Belgium;juin-30;2019;0.704
Belgium;juil-01;2019;0.704
Belgium;juil-02;2019;0.702
Belgium;juil-03;2019;0.7
Belgium;juil-04;2019;0.7
Belgium;juil-05;2019;0.699
Belgium;juil-06;2019;0.698
Belgium;juil-07;2019;0.696
Belgium;juil-08;2019;0.695
Belgium;juil-09;2019;0.695
Belgium;juil-10;2019;0.693
Belgium;juil-11;2019;0.693
Belgium;juil-12;2019;0.691
Belgium;juil-13;2019;0.695
Belgium;juil-14;2019;0.701
Belgium;juil-15;2019;0.688
Belgium;juil-16;2019;0.669
Belgium;juil-17;2019;0.657
Belgium;juil-18;2019;0.649
Belgium;juil-19;2019;0.647
Belgium;juil-20;2019;0.647
Belgium;juil-21;2019;0.646
Belgium;juil-22;2019;0.649
Belgium;juil-23;2019;0.649
Belgium;juil-24;2019;0.649
Belgium;juil-25;2019;0.648
Belgium;juil-26;2019;0.645
Belgium;juil-27;2019;0.646
Belgium;juil-28;2019;0.646
Belgium;juil-29;2019;0.646
Belgium;juil-30;2019;0.646
Belgium;juil-31;2019;0.645
Belgium;Aug 1;2019;0.637
Belgium;Aug 2;2019;0.647
Belgium;Aug 3;2019;0.659
Belgium;Aug 4;2019;0.662
Belgium;Aug 5;2019;0.663
Belgium;Aug 6;2019;0.663
Belgium;Aug 7;2019;0.663
Belgium;Aug 8;2019;0.674
Belgium;Aug 9;2019;0.674
Belgium;Aug 10;2019;0.675
Belgium;Aug 11;2019;0.675
Belgium;Aug 12;2019;0.684
Belgium;Aug 13;2019;0.673
Belgium;Aug 14;2019;0.66
Belgium;Aug 15;2019;0.683
Belgium;Aug 16;2019;0.688
Belgium;Aug 17;2019;0.687
Belgium;Aug 18;2019;0.686
Belgium;Aug 19;2019;0.687
Belgium;Aug 20;2019;0.686
Belgium;Aug 21;2019;0.686
Belgium;Aug 22;2019;0.686
Belgium;Aug 23;2019;0.687
